Unnamed: 0,beds,baths,size,price,beds_baths_total,sqft_per_room,zip_code_freq
163,2,2.0,1030.0,575000.0,4.0,206.0,109
164,5,2.5,2870.0,520000.0,7.5,337.6470588235294,44
165,1,1.0,792.0,675000.0,2.0,264.0,59
166,2,1.5,994.0,580000.0,3.5,220.88888888888889,78
167,3,2.0,1630.0,630000.0,5.0,271.6666666666667,44
168,3,1.5,1172.0,685000.0,4.5,213.0909090909091,109
169,3,2.0,1806.0,799000.0,5.0,301.0,80
170,4,2.5,3060.0,1450000.0,6.5,408.0,170
171,5,3.5,3820.0,1350000.0,8.5,402.10526315789474,100
172,2,2.0,1328.0,510000.0,4.0,265.6,14
173,3,2.5,2350.0,1582800.0,5.5,361.53846153846155,170
174,3,2.5,2080.0,977000.0,5.5,320.0,151
175,3,1.0,1000.0,710000.0,4.0,200.0,100
176,2,1.5,1131.0,685000.0,3.5,251.33333333333334,113
177,4,3.0,2230.0,1205000.0,7.0,278.75,44
178,5,3.0,3130.0,2095000.0,8.0,347.77777777777777,109
179,5,3.0,3750.0,1580000.0,8.0,416.6666666666667,83
180,2,2.0,1080.0,450000.0,4.0,216.0,113
181,2,2.0,1720.0,985000.0,4.0,344.0,88
182,1,1.0,854.0,455000.0,2.0,284.6666666666667,83
183,3,2.0,1286.0,738000.0,5.0,214.33333333333334,60
184,2,1.5,1230.0,650000.0,3.5,273.3333333333333,109
185,2,1.0,1422.0,715000.0,3.0,355.5,151
186,4,3.5,3956.0,3200000.0,7.5,465.4117647058824,78
187,6,5.0,3620.0,1420000.0,11.0,301.6666666666667,70
188,3,1.5,1370.0,659950.0,4.5,249.0909090909091,44
189,1,1.0,700.0,325100.0,2.0,233.33333333333334,113
190,2,3.0,1824.0,2458000.0,5.0,304.0,23
191,1,1.0,956.0,870000.0,2.0,318.6666666666667,14
192,4,2.0,2370.0,1350000.0,6.0,338.57142857142856,170
193,4,2.5,2200.0,825000.0,6.5,293.3333333333333,78
194,6,3.0,3020.0,775000.0,9.0,302.0,44
195,5,3.0,3400.0,756500.0,8.0,377.77777777777777,44
196,3,1.0,1660.0,749900.0,4.0,332.0,170
197,4,2.0,2080.0,675000.0,6.0,297.14285714285717,44
198,2,1.5,917.0,625000.0,3.5,203.77777777777777,166
199,2,1.0,900.0,480000.0,3.0,225.0,80
200,4,4.5,3960.0,2485000.0,8.5,416.8421052631579,113
201,1,1.0,889.0,723000.0,2.0,296.3333333333333,59
202,5,3.5,3310.0,1575000.0,8.5,348.42105263157896,170
203,1,1.0,621.0,289900.0,2.0,207.0,61
204,3,3.5,1467.0,859990.0,6.5,195.6,113
205,4,2.0,1910.0,685000.0,6.0,272.85714285714283,78
206,3,2.5,1563.0,839950.0,5.5,240.46153846153845,100
207,5,3.5,3340.0,980000.0,8.5,351.57894736842104,78
208,4,3.0,2390.0,1300000.0,7.0,298.75,70
209,2,1.5,1131.0,670000.0,3.5,251.33333333333334,113
210,2,2.0,1201.0,699950.0,4.0,240.2,166
211,3,3.0,1940.0,450000.0,6.0,277.14285714285717,72
212,1,1.0,519.0,354000.0,2.0,173.0,73
213,2,1.0,1760.0,715000.0,3.0,440.0,88
214,4,3.0,1680.0,905000.0,7.0,210.0,151
215,2,2.0,1192.0,719950.0,4.0,238.4,166
216,4,4.0,2300.0,1440000.0,8.0,255.55555555555554,73
217,3,2.5,2304.0,1100000.0,5.5,354.46153846153845,151
218,4,4.0,2650.0,1000000.0,8.0,294.44444444444446,166
219,5,4.0,4210.0,2625000.0,9.0,421.0,73
220,4,3.0,2840.0,1350000.0,7.0,355.0,27
221,2,1.0,980.0,863000.0,3.0,245.0,83
222,4,4.5,2440.0,1900000.0,8.5,256.8421052631579,73
223,2,2.0,1140.0,590000.0,4.0,228.0,151
224,4,3.5,1824.0,1299000.0,7.5,214.58823529411765,166
225,2,2.0,1115.0,1069000.0,4.0,223.0,59
226,4,3.0,2478.0,2095000.0,7.0,309.75,73
227,2,2.0,1140.0,665000.0,4.0,228.0,61
228,3,1.5,1172.0,685000.0,4.5,213.0909090909091,109
229,2,2.0,1433.0,750000.0,4.0,286.6,60
230,3,2.0,1520.0,760000.0,5.0,253.33333333333334,151
231,3,2.5,1380.0,590000.0,5.5,212.30769230769232,78
232,15,6.0,11010.0,3700000.0,21.0,500.45454545454544,57
233,4,2.0,1750.0,1025000.0,6.0,250.0,73
234,3,2.5,3590.0,1725000.0,5.5,552.3076923076923,166
235,1,1.0,646.0,332000.0,2.0,215.33333333333334,61
236,5,3.0,2040.0,605000.0,8.0,226.66666666666666,100
237,2,2.0,1560.0,980000.0,4.0,312.0,170
238,2,2.5,1088.0,835000.0,4.5,197.8181818181818,83
239,2,1.0,1460.0,400000.0,3.0,365.0,170
240,3,2.0,1380.0,800000.0,5.0,230.0,151
241,2,1.0,1000.0,793000.0,3.0,250.0,88
242,2,2.0,1128.0,625000.0,4.0,225.6,113
243,1,1.0,776.0,515000.0,2.0,258.6666666666667,88
244,3,2.5,2000.0,799000.0,5.5,307.6923076923077,78
245,3,2.0,2029.0,685000.0,5.0,338.1666666666667,170
246,4,5.5,2867.0,1750000.0,9.5,273.04761904761904,170
247,4,3.0,1180.0,956300.0,7.0,147.5,151
248,3,2.0,1920.0,1067000.0,5.0,320.0,72
249,2,2.0,2220.0,551000.0,4.0,444.0,80
250,2,3.0,1300.0,780000.0,5.0,216.66666666666666,83
251,1,1.0,596.0,445000.0,2.0,198.66666666666666,61
252,3,2.0,1460.0,583000.0,5.0,243.33333333333334,78
253,3,2.5,2500.0,1685000.0,5.5,384.61538461538464,151
254,3,2.5,1540.0,852500.0,5.5,236.92307692307693,109
255,5,3.0,2550.0,940000.0,8.0,283.3333333333333,78
256,2,2.0,1018.0,545000.0,4.0,203.6,72
257,3,2.5,1520.0,540700.0,5.5,233.84615384615384,78
258,1,1.0,640.0,345000.0,2.0,213.33333333333334,14
259,4,3.0,2190.0,860000.0,7.0,273.75,80
260,2,1.0,930.0,620000.0,3.0,232.5,61
261,5,2.5,2900.0,800000.0,7.5,341.1764705882353,78
262,4,3.5,2780.0,950000.0,7.5,327.05882352941177,57
263,3,1.0,2560.0,776000.0,4.0,512.0,78
264,1,1.0,613.0,325000.0,2.0,204.33333333333334,109
265,3,2.5,1566.0,875000.0,5.5,240.92307692307693,109
266,2,2.0,1245.0,330000.0,4.0,249.0,44
267,3,2.5,1190.0,750000.0,5.5,183.07692307692307,113
268,5,2.5,2760.0,1025000.0,7.5,324.70588235294116,80
269,4,1.5,3260.0,1695000.0,5.5,501.53846153846155,72
270,4,3.0,2380.0,1399999.0,7.0,297.5,170
271,2,2.5,1884.0,925000.0,4.5,342.54545454545456,88
272,3,2.5,1712.0,910000.0,5.5,263.38461538461536,151
273,2,2.0,1196.0,734999.0,4.0,239.2,83
274,3,2.0,1098.0,864950.0,5.0,183.0,73
275,3,3.0,1250.0,815000.0,6.0,178.57142857142858,151
276,1,1.0,880.0,700000.0,2.0,293.3333333333333,109
277,2,1.5,822.0,400000.0,3.5,182.66666666666666,113
278,4,2.0,1595.0,525000.0,6.0,227.85714285714286,100
279,3,3.0,2380.0,1230000.0,6.0,340.0,60
280,3,2.0,3190.0,2700000.0,5.0,531.6666666666666,57
281,3,2.5,1465.0,1175000.0,5.5,225.3846153846154,70
282,4,2.0,2910.0,1400000.0,6.0,415.7142857142857,170
283,2,3.0,1140.0,675000.0,5.0,190.0,113
284,1,1.0,500.0,385000.0,2.0,166.66666666666666,44
285,3,2.0,1580.0,942000.0,5.0,263.3333333333333,80
286,1,1.0,683.0,601000.0,2.0,227.66666666666666,59
287,5,3.0,2430.0,915000.0,8.0,270.0,61
288,2,2.0,1128.0,479950.0,4.0,225.6,60
289,2,2.0,2360.0,1460000.0,4.0,472.0,72
290,3,2.5,1396.0,780000.0,5.5,214.76923076923077,60
291,1,1.0,615.0,485000.0,2.0,205.0,60
292,4,2.0,2340.0,925000.0,6.0,334.2857142857143,170
293,4,1.5,2140.0,700500.0,5.5,329.2307692307692,78
294,4,3.0,2980.0,1090000.0,7.0,372.5,73
295,3,1.5,1390.0,412000.0,4.5,252.72727272727272,44
296,2,1.0,720.0,525000.0,3.0,180.0,78
297,1,1.0,712.0,325000.0,2.0,237.33333333333334,61
298,4,2.5,1850.0,945000.0,6.5,246.66666666666666,33
299,3,4.5,1710.0,725000.0,7.5,201.1764705882353,80
300,2,1.0,970.0,386000.0,3.0,242.5,78
301,3,2.0,1606.0,1450000.0,5.0,267.6666666666667,61
302,3,2.5,1815.0,1295000.0,5.5,279.2307692307692,166
303,2,1.0,1120.0,700000.0,3.0,280.0,109
304,4,2.0,2220.0,995000.0,6.0,317.14285714285717,27
305,1,1.0,570.0,345000.0,2.0,190.0,88
306,3,2.0,1460.0,888000.0,5.0,243.33333333333334,151
307,5,3.0,3820.0,1575000.0,8.0,424.44444444444446,88
308,3,3.5,2480.0,1795000.0,6.5,330.6666666666667,70
309,5,3.0,2777.0,1338600.0,8.0,308.55555555555554,78
310,2,2.0,1170.0,624999.0,4.0,234.0,113
311,1,1.0,587.0,260000.0,2.0,195.66666666666666,78
312,3,1.0,1430.0,980000.0,4.0,286.0,166
313,2,5.5,1320.0,679950.0,7.5,155.2941176470588,113
314,2,2.0,2170.0,893000.0,4.0,434.0,88
315,1,1.0,635.0,495000.0,2.0,211.66666666666666,60
316,3,1.5,1630.0,895000.0,4.5,296.3636363636364,170
317,2,2.0,1900.0,1310000.0,4.0,380.0,109
318,3,2.0,1760.0,689000.0,5.0,293.3333333333333,78
319,3,2.5,1712.0,970000.0,5.5,263.38461538461536,83
320,4,2.5,3190.0,1820000.0,6.5,425.3333333333333,60
321,4,3.5,3590.0,2900000.0,7.5,422.3529411764706,61
322,1,1.0,630.0,255000.0,2.0,210.0,61
323,2,2.0,1150.0,615000.0,4.0,230.0,59
324,5,2.0,1830.0,665000.0,7.0,228.75,100
325,2,1.0,760.0,250000.0,3.0,190.0,113
326,3,2.5,2600.0,1148000.0,5.5,400.0,151
327,3,2.0,2130.0,990200.0,5.0,355.0,83
328,3,3.5,2899.0,1800000.0,6.5,386.53333333333336,72
329,3,1.0,1090.0,400000.0,4.0,218.0,44
330,4,4.0,3360.0,1200000.0,8.0,373.3333333333333,83
331,4,2.5,2240.0,1050000.0,6.5,298.6666666666667,151
332,2,1.0,886.0,620000.0,3.0,221.5,57
333,3,2.0,1560.0,799000.0,5.0,260.0,78
334,4,2.0,1730.0,852000.0,6.0,247.14285714285714,41
335,3,2.0,1700.0,1150000.0,5.0,283.3333333333333,170
336,4,3.5,1909.0,1500000.0,7.5,224.58823529411765,166
337,3,2.0,2180.0,1012000.0,5.0,363.3333333333333,151
338,1,1.0,681.0,470000.0,2.0,227.0,73
339,3,3.0,1460.0,1000000.0,6.0,208.57142857142858,113
340,1,1.0,704.0,365000.0,2.0,234.66666666666666,70
341,2,1.0,1010.0,549950.0,3.0,252.5,78
342,2,2.5,1635.0,1850000.0,4.5,297.27272727272725,60
343,2,1.5,1022.0,655000.0,3.5,227.11111111111111,113
344,3,1.0,990.0,635000.0,4.0,198.0,41
345,2,2.0,1164.0,706474.0,4.0,232.8,151
346,1,1.0,583.0,349000.0,2.0,194.33333333333334,70
347,2,1.5,888.0,700000.0,3.5,197.33333333333334,166
348,4,2.0,2740.0,1400000.0,6.0,391.42857142857144,70
349,3,2.0,1670.0,485000.0,5.0,278.3333333333333,100
350,3,1.0,830.0,660000.0,4.0,166.0,78
351,2,2.0,1200.0,705000.0,4.0,240.0,109
352,3,3.5,2530.0,1299000.0,6.5,337.3333333333333,60
353,4,3.0,2660.0,1360000.0,7.0,332.5,151
354,4,2.0,2820.0,1441000.0,6.0,402.85714285714283,151
355,2,1.0,1011.0,159488.0,3.0,252.75,166
356,2,1.5,1088.0,590000.0,3.5,241.77777777777777,78
357,6,3.5,3785.0,3150000.0,9.5,360.4761904761905,151
358,3,2.0,1540.0,630000.0,5.0,256.6666666666667,113
359,2,1.5,1180.0,575000.0,3.5,262.22222222222223,44
360,3,3.5,1968.0,980000.0,6.5,262.4,72
361,1,1.0,610.0,340000.0,2.0,203.33333333333334,70
362,2,2.0,1346.0,800000.0,4.0,269.2,88
363,2,2.5,1320.0,570000.0,4.5,240.0,61
364,3,3.5,3064.0,2450000.0,6.5,408.53333333333336,59
365,3,2.0,2980.0,1415000.0,5.0,496.6666666666667,170
366,4,3.5,3050.0,2250000.0,7.5,358.8235294117647,60
367,3,2.0,2020.0,917500.0,5.0,336.6666666666667,61
368,3,2.5,1926.0,1148000.0,5.5,296.3076923076923,109
369,2,1.0,1330.0,479000.0,3.0,332.5,78
370,3,2.0,2410.0,1083000.0,5.0,401.6666666666667,72
371,2,2.5,1580.0,699000.0,4.5,287.27272727272725,78
372,3,1.0,1030.0,710000.0,4.0,206.0,73
373,3,3.0,1630.0,615000.0,6.0,232.85714285714286,44
374,4,2.5,2370.0,750000.0,6.5,316.0,41
375,1,1.0,783.0,530000.0,2.0,261.0,23
376,4,1.0,1310.0,735000.0,5.0,218.33333333333334,41
377,3,2.0,1996.0,986500.0,5.0,332.6666666666667,151
378,3,2.0,1580.0,820000.0,5.0,263.3333333333333,80
379,1,1.0,781.0,481000.0,2.0,260.3333333333333,109
380,2,2.0,1517.0,1350000.0,4.0,303.4,73
381,4,2.0,2360.0,950000.0,6.0,337.14285714285717,170
382,3,2.0,1496.0,824500.0,5.0,249.33333333333334,113
383,2,2.5,1250.0,725000.0,4.5,227.27272727272728,151
384,2,2.0,1810.0,1350000.0,4.0,362.0,70
385,1,1.0,531.0,489000.0,2.0,177.0,59
386,4,2.5,2380.0,1900000.0,6.5,317.3333333333333,73
387,2,2.0,1095.0,599950.0,4.0,219.0,27
388,2,2.0,1080.0,533500.0,4.0,216.0,78
389,2,2.0,1146.0,845000.0,4.0,229.2,57
390,4,2.5,1544.0,850000.0,6.5,205.86666666666667,151
391,1,1.0,707.0,590000.0,2.0,235.66666666666666,109
392,4,3.0,2067.0,1074900.0,7.0,258.375,109
393,4,3.0,2360.0,1360000.0,7.0,295.0,170
394,2,2.0,724.0,430000.0,4.0,144.8,166
395,2,2.5,1649.0,765000.0,4.5,299.8181818181818,100
396,5,2.5,2180.0,1009975.0,7.5,256.47058823529414,100
397,3,2.0,1960.0,955000.0,5.0,326.6666666666667,72
398,1,1.0,727.0,445000.0,2.0,242.33333333333334,166
399,3,2.0,1209.0,725000.0,5.0,201.5,88
400,1,1.0,650.0,349000.0,2.0,216.66666666666666,88
401,5,3.0,3070.0,1450000.0,8.0,341.1111111111111,151
402,4,2.5,2130.0,960000.0,6.5,284.0,60
403,4,2.5,2220.0,1235000.0,6.5,296.0,113
404,4,3.0,2288.0,1105000.0,7.0,286.0,80
405,2,2.0,1370.0,1050000.0,4.0,274.0,59
406,5,3.0,3120.0,795000.0,8.0,346.6666666666667,44
407,4,2.5,2180.0,1275000.0,6.5,290.6666666666667,170
408,3,2.0,1590.0,560000.0,5.0,265.0,41
409,3,1.5,2220.0,930000.0,4.5,403.6363636363636,170
410,1,1.0,813.0,240000.0,2.0,271.0,44
411,1,1.0,574.0,280000.0,2.0,191.33333333333334,61
412,4,2.0,2480.0,825000.0,6.0,354.2857142857143,109
413,4,3.0,3320.0,750000.0,7.0,415.0,88
414,2,1.0,1720.0,575000.0,3.0,430.0,100
415,3,2.0,2050.0,1265000.0,5.0,341.6666666666667,61
416,4,3.0,2370.0,1830000.0,7.0,296.25,170
417,4,5.0,3660.0,2695000.0,9.0,366.0,100
418,3,3.5,1670.0,1115000.0,6.5,222.66666666666666,83
419,2,3.5,990.0,405000.0,5.5,152.30769230769232,44
420,3,3.0,3120.0,1350000.0,6.0,445.7142857142857,72
421,3,2.0,2260.0,1300000.0,5.0,376.6666666666667,72
422,2,1.0,650.0,708888.0,3.0,162.5,166
423,3,3.5,1540.0,699950.0,6.5,205.33333333333334,80
424,3,3.5,1980.0,1055000.0,6.5,264.0,113
425,3,1.0,2160.0,920000.0,4.0,432.0,170
426,4,2.5,3080.0,1650000.0,6.5,410.6666666666667,151
427,2,3.0,1740.0,1395000.0,5.0,290.0,73
428,3,2.0,1900.0,1766000.0,5.0,316.6666666666667,57
429,9,5.0,3940.0,1089000.0,14.0,262.6666666666667,61
430,2,1.5,1366.0,839000.0,3.5,303.55555555555554,88
431,4,1.5,1920.0,850000.0,5.5,295.38461538461536,78
432,1,1.0,715.0,515000.0,2.0,238.33333333333334,170
433,3,2.5,1610.0,895000.0,5.5,247.69230769230768,83
434,6,4.0,2960.0,1050000.0,10.0,269.09090909090907,72
435,4,2.0,1810.0,945000.0,6.0,258.57142857142856,151
436,2,2.0,1125.0,705000.0,4.0,225.0,60
437,2,2.0,1893.0,727000.0,4.0,378.6,170
438,3,2.0,1096.0,875000.0,5.0,182.66666666666666,151
439,3,4.5,3760.0,1570000.0,7.5,442.3529411764706,72
440,4,2.5,2720.0,1315000.0,6.5,362.6666666666667,60
441,2,2.0,1510.0,915000.0,4.0,302.0,73
442,2,2.0,1350.0,1035000.0,4.0,270.0,70
443,4,3.5,2980.0,2400000.0,7.5,350.5882352941176,57
444,2,2.0,1443.0,325000.0,4.0,288.6,44
445,2,2.0,1170.0,428000.0,4.0,234.0,170
446,5,2.0,2260.0,865000.0,7.0,282.5,151
447,3,2.0,1990.0,730000.0,5.0,331.6666666666667,41
448,2,1.5,1555.0,677500.0,3.5,345.55555555555554,109
449,3,2.0,2350.0,1140000.0,5.0,391.6666666666667,109
450,2,1.0,1440.0,699950.0,3.0,360.0,78
451,1,1.0,627.0,429000.0,2.0,209.0,83
452,1,1.0,551.0,410000.0,2.0,183.66666666666666,59
453,2,1.0,770.0,560000.0,3.0,192.5,80
454,3,2.5,1570.0,700000.0,5.5,241.53846153846155,166
455,1,1.0,699.0,390000.0,2.0,233.0,72
456,3,3.0,2650.0,1600000.0,6.0,378.57142857142856,73
457,2,1.5,1070.0,850000.0,3.5,237.77777777777777,166
